county,stateabbrv,avalanche,coastalflooding,coldwave,drought,earthquake,hail,heatwave,hurricane,icestorm,landslide,lightning,riverineflooding,strongwind,tornado,tsunami,volcano,wildfire,winterweather
Graham,KS,Not Applicable,Not Applicable,Relatively Low,Relatively Moderate,Very Low,Relatively Low,Very Low,Not Applicable,Relatively Low,Very Low,Very Low,Very Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Grant,KS,Not Applicable,Not Applicable,Relatively High,Relatively Moderate,Very Low,Relatively Moderate,No Rating,Not Applicable,Relatively Low,Relatively Low,Relatively Low,No Rating,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Gray,KS,Not Applicable,Not Applicable,Relatively High,Relatively Moderate,Very Low,Relatively Moderate,No Rating,Not Applicable,Relatively Low,Relatively Low,Very Low,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Very Low
Greeley,KS,Not Applicable,Not Applicable,Relatively High,Relatively Moderate,Very Low,Relatively Low,No Rating,Not Applicable,Very Low,No Rating,Very Low,No Rating,Relatively Low,Very Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Greenwood,KS,Not Applicable,Not Applicable,Very Low,Very Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Relatively Moderate,Relatively Low,Very Low,Relatively Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Relatively Low,Relatively Moderate
Hamilton,KS,Not Applicable,Not Applicable,Relatively High,Relatively Moderate,Very Low,Relatively Low,No Rating,Not Applicable,Very Low,No Rating,Very Low,Very Low,Very Low,Very Low,Not Applicable,Not Applicable,Very Low,Very Low
Harper,KS,Not Applicable,Not Applicable,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Very Low,Relatively Low,No Rating,Very Low,Relatively Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Harvey,KS,Not Applicable,Not Applicable,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Relatively Moderate,Not Applicable,Relatively High,Very Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Relatively Low,Relatively High
Haskell,KS,Not Applicable,Not Applicable,Very High,Relatively Moderate,Very Low,Very Low,No Rating,Not Applicable,Relatively Low,No Rating,Very Low,No Rating,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Very Low
Hodgeman,KS,Not Applicable,Not Applicable,Relatively Low,Relatively Low,Very Low,Relatively Moderate,No Rating,Not Applicable,Relatively Low,Very Low,Very Low,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Very Low
Jackson,KS,Not Applicable,Not Applicable,Relatively Moderate,Relatively Low,Very Low,Very Low,Relatively Low,Not Applicable,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Relatively Low,Relatively Low
Jefferson,KS,Not Applicable,Not Applicable,Relatively Moderate,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Jewell,KS,Not Applicable,Not Applicable,Very Low,Relatively Low,Very Low,Relatively Moderate,Very Low,Not Applicable,Relatively Moderate,Very Low,Very Low,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Johnson,KS,Not Applicable,Not Applicable,Relatively High,Very Low,Relatively Low,Relatively Moderate,Relatively High,Not Applicable,Very High,Relatively Moderate,Very High,Relatively Low,Very High,Very High,Not Applicable,Not Applicable,Very Low,Very High
Kearny,KS,Not Applicable,Not Applicable,Relatively High,Relatively Moderate,Very Low,Relatively Moderate,No Rating,Not Applicable,Relatively Low,No Rating,Very Low,Very Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Kingman,KS,Not Applicable,Not Applicable,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Very Low,Relatively High,Relatively Low,Very Low,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Kiowa,KS,Not Applicable,Not Applicable,Relatively Moderate,Relatively Moderate,Very Low,Relatively Low,Very Low,Not Applicable,Relatively Low,Very Low,Very Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Relatively Low,Very Low
Labette,KS,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Very Low,Very Low,Relatively Moderate,Very Low,Relatively High,Relatively Low,Relatively Low,Relatively Low,Relatively High,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Lane,KS,Not Applicable,Not Applicable,Relatively Low,Relatively Moderate,Very Low,Relatively Moderate,No Rating,Not Applicable,Relatively Low,Very Low,Very Low,No Rating,Relatively Low,Very Low,Not Applicable,Not Applicable,Very Low,Very Low
Leavenworth,KS,Not Applicable,Not Applicable,Relatively Moderate,Relatively Low,Very Low,Relatively Low,Relatively Moderate,Not Applicable,Relatively High,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Very High
Lincoln,KS,Not Applicable,Not Applicable,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Relatively Moderate,Relatively Low,Very Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Linn,KS,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Very Low,Very Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Logan,KS,Not Applicable,Not Applicable,Relatively Low,Relatively Moderate,Very Low,Relatively Low,No Rating,Not Applicable,Very Low,Very Low,Very Low,Very Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Lyon,KS,Not Applicable,Not Applicable,Relatively Low,Relatively Low,Very Low,Very Low,Relatively Moderate,Not Applicable,Relatively High,Relatively Low,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Not Applicable,Not Applicable,Relatively Low,Relatively Moderate
McPherson,KS,Not Applicable,Not Applicable,Relatively Low,Very Low,Very Low,Relatively Moderate,Relatively Moderate,Not Applicable,Relatively High,Very Low,Relatively Low,Very Low,Relatively High,Relatively Moderate,Not Applicable,Not Applicable,Relatively Low,Relatively High
Marion,KS,Not Applicable,Not Applicable,Relatively Low,Very Low,Very Low,Relatively Moderate,Relatively Moderate,Not Applicable,Relatively High,Very Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Relatively Low,Relatively High
Marshall,KS,Not Applicable,Not Applicable,Very Low,Relatively Low,Very Low,Very Low,Relatively Low,Not Applicable,Relatively Low,Relatively Low,Very Low,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Relatively Low,Relatively Low
Meade,KS,Not Applicable,Not Applicable,Relatively Moderate,Relatively Moderate,Very Low,Relatively Low,No Rating,Not Applicable,Relatively Low,Very Low,Very Low,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Relatively Low,Very Low
Miami,KS,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Very Low,Relatively Moderate,Relatively Moderate,Not Applicable,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Mitchell,KS,Not Applicable,Not Applicable,Very Low,Relatively Low,Very Low,Relatively Moderate,Very Low,Not Applicable,Relatively Moderate,Relatively Low,Very Low,Relatively Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Montgomery,KS,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Very Low,Relatively Moderate,Relatively Moderate,Very Low,Relatively High,Relatively Low,Relatively Low,Relatively Moderate,Relatively High,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Morris,KS,Not Applicable,Not Applicable,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Relatively Low,Relatively Low,Very Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Relatively Low,Relatively Low
Morton,KS,Not Applicable,Not Applicable,Relatively Moderate,Relatively Moderate,Very Low,Relatively Low,No Rating,Not Applicable,Relatively Low,Relatively Low,Very Low,Very Low,Very Low,Very Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Nemaha,KS,Not Applicable,Not Applicable,Relatively Moderate,Relatively Low,Very Low,Relatively Low,Relatively Moderate,Not Applicable,Relatively Low,Relatively Low,Very Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Relatively Low,Relatively Low
Neosho,KS,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Very Low,Relatively Low,Relatively Moderate,Very Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Relatively High,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Ness,KS,Not Applicable,Not Applicable,Relatively Low,Relatively Low,Very Low,Relatively Moderate,No Rating,Not Applicable,Relatively Low,Very Low,Very Low,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Norton,KS,Not Applicable,Not Applicable,Relatively Low,Relatively Moderate,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Relatively Moderate,Very Low,Very Low,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Osage,KS,Not Applicable,Not Applicable,Relatively Moderate,Relatively Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively High
Osborne,KS,Not Applicable,Not Applicable,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Very Low,Not Applicable,Relatively Low,Very Low,Very Low,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Ottawa,KS,Not Applicable,Not Applicable,Relatively Low,Very Low,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Relatively Low,Relatively Low
Pawnee,KS,Not Applicable,Not Applicable,Relatively Moderate,Relatively Moderate,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Relatively Low,Relatively Low,Very Low,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Phillips,KS,Not Applicable,Not Applicable,Relatively Low,Relatively Moderate,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Relatively Moderate,Very Low,Very Low,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Pottawatomie,KS,Not Applicable,Not Applicable,Relatively Low,Relatively Low,Very Low,Very Low,Relatively Low,Not Applicable,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Relatively Moderate,Relatively Low
Pratt,KS,Not Applicable,Not Applicable,Relatively Moderate,Relatively Moderate,Very Low,Relatively Low,Relatively Low,Not Applicable,Relatively Low,Very Low,Very Low,Relatively Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Very Low
Rawlins,KS,Not Applicable,Not Applicable,Relatively Low,Relatively Low,Very Low,Relatively Moderate,No Rating,Not Applicable,Very Low,Relatively Low,Very Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Reno,KS,Not Applicable,Not Applicable,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Moderate,Not Applicable,Very High,Relatively Low,Relatively Low,Relatively Moderate,Relatively High,Relatively High,Not Applicable,Not Applicable,Relatively Moderate,Relatively Moderate
Republic,KS,Not Applicable,Not Applicable,Relatively Low,Relatively Low,Very Low,Very Low,Very Low,Not Applicable,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Very Low
Rice,KS,Not Applicable,Not Applicable,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Relatively High,Very Low,Very Low,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Relatively Low,Relatively Moderate
Riley,KS,Not Applicable,Not Applicable,Relatively Low,Very Low,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively High,Relatively Moderate,Not Applicable,Not Applicable,Relatively Low,Relatively Low
Rooks,KS,Not Applicable,Not Applicable,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Relatively Low,Very Low,Very Low,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Rush,KS,Not Applicable,Not Applicable,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Very Low,Not Applicable,Relatively Low,Very Low,Very Low,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Russell,KS,Not Applicable,Not Applicable,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Relatively Moderate,Relatively Low,Very Low,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively High
Saline,KS,Not Applicable,Not Applicable,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Relatively Moderate,Not Applicable,Very High,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively High,Not Applicable,Not Applicable,Relatively Low,Relatively High
Scott,KS,Not Applicable,Not Applicable,Relatively High,Relatively Moderate,Very Low,Relatively Low,No Rating,Not Applicable,Relatively Low,Very Low,Very Low,No Rating,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Sedgwick,KS,Not Applicable,Not Applicable,Relatively Low,Relatively Low,Relatively Low,Very High,Relatively High,Very Low,Very High,Relatively Low,Relatively High,Relatively Low,Relatively High,Very High,Not Applicable,Not Applicable,Relatively Low,Relatively High
Seward,KS,Not Applicable,Not Applicable,Relatively High,Relatively Moderate,Very Low,Relatively Moderate,No Rating,Not Applicable,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively High,Relatively Moderate,Not Applicable,Not Applicable,Relatively Low,Relatively Low
Shawnee,KS,Not Applicable,Not Applicable,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Not Applicable,Relatively High,Relatively Low,Relatively High,Relatively Low,Relatively Moderate,Relatively High,Not Applicable,Not Applicable,Relatively Low,Very High
Sheridan,KS,Not Applicable,Not Applicable,Relatively Moderate,Relatively Moderate,Very Low,Relatively Moderate,Very Low,Not Applicable,Very Low,Very Low,Very Low,Very Low,Relatively Moderate,Very Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Sherman,KS,Not Applicable,Not Applicable,Relatively High,Relatively Low,Very Low,Relatively Moderate,No Rating,Not Applicable,Relatively Low,Very Low,Very Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Smith,KS,Not Applicable,Not Applicable,Very Low,Relatively Moderate,Very Low,Relatively Moderate,Very Low,Not Applicable,Relatively Moderate,Very Low,Very Low,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
